hotel,is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,arrival_date,year_res_status_date,month_res_status_date,day_res_status_date,reservation_status_day
City Hotel,1,279,30,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-23,2014,10,17,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,6,29,2015-08-01
City Hotel,1,283,31,1,1,1,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,60.0,0,0,processed,2015-07-27,2015,7,2,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
City Hotel,0,18,29,1,1,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,57.5,0,0,processed,2015-07-18,2015,7,20,2015-08-01
Resort Hotel,0,34,28,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,F,No Deposit,Transient,108.83,0,1,processed,2015-07-10,2015,7,17,2015-08-01
City Hotel,1,125,31,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,85.5,0,0,processed,2015-07-26,2015,4,16,2015-08-01
City Hotel,1,20,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,17,2015-08-01
Resort Hotel,0,15,27,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,114.5,0,0,processed,2015-07-03,2015,7,5,2015-08-01
Resort Hotel,0,130,28,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,82.35,1,0,processed,2015-07-05,2015,7,12,2015-08-01
City Hotel,1,286,31,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-30,2014,10,17,2015-08-01
City Hotel,0,62,30,1,3,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,104.0,0,0,processed,2015-07-20,2015,7,20,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-02,2014,10,17,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Contract,62.0,0,0,processed,2015-07-27,2015,1,1,2015-08-01
Resort Hotel,0,9,28,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,88.2,0,1,processed,2015-07-05,2015,7,6,2015-08-01
City Hotel,0,117,31,2,1,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,72.5,0,0,processed,2015-08-01,2015,8,4,2015-08-01
Resort Hotel,1,33,31,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,134.0,0,0,processed,2015-07-27,2015,6,25,2015-08-01
Resort Hotel,0,0,29,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,F,No Deposit,Transient,179.0,0,0,processed,2015-07-17,2015,7,18,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
Resort Hotel,0,150,27,2,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,55.68,0,0,processed,2015-07-02,2015,7,8,2015-08-01
City Hotel,1,87,31,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,58.9,0,0,processed,2015-07-26,2015,6,29,2015-08-01
Resort Hotel,0,48,31,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,115.0,0,3,processed,2015-07-26,2015,7,29,2015-08-01
Resort Hotel,1,98,29,1,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,130.5,0,0,processed,2015-07-13,2015,5,12,2015-08-01
City Hotel,0,12,29,2,2,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,0.0,0,0,processed,2015-07-18,2015,7,22,2015-08-01
City Hotel,1,281,30,2,2,1,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,60.0,0,0,processed,2015-07-25,2015,7,6,2015-08-01
City Hotel,1,147,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,75.0,0,0,processed,2015-07-21,2015,7,10,2015-08-01
City Hotel,1,103,29,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-18,2015,7,16,2015-08-01
Resort Hotel,0,2,30,0,1,1,0.0,0,BB,Corporate,Corporate,0,0,0,A,No Deposit,Transient,114.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
City Hotel,1,286,31,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-30,2014,10,17,2015-08-01
Resort Hotel,0,116,27,0,2,3,0.0,0,HB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,201.0,1,1,processed,2015-07-03,2015,7,5,2015-08-01
City Hotel,1,274,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,6,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Contract,62.0,0,0,processed,2015-07-27,2015,1,1,2015-08-01
City Hotel,0,273,29,0,2,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,87.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
Resort Hotel,0,55,30,1,4,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,177.0,0,1,processed,2015-07-20,2015,7,25,2015-08-01
City Hotel,0,273,29,0,2,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,87.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
City Hotel,1,110,30,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-25,2015,7,16,2015-08-01
City Hotel,0,94,31,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,0,processed,2015-08-01,2015,8,7,2015-08-01
Resort Hotel,0,72,27,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,110.7,1,0,processed,2015-07-03,2015,7,7,2015-08-01
City Hotel,1,27,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,7,2,2015-08-01
City Hotel,1,76,28,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,76.5,0,2,processed,2015-07-07,2015,6,17,2015-08-01
Resort Hotel,0,71,30,2,4,2,1.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,160.0,0,0,processed,2015-07-19,2015,7,25,2015-08-01
Resort Hotel,0,54,30,0,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,163.3,0,2,processed,2015-07-22,2015,7,25,2015-08-01
Resort Hotel,0,0,30,0,1,1,0.0,0,BB,Corporate,Corporate,0,0,0,A,No Deposit,Transient,114.0,0,0,processed,2015-07-22,2015,7,23,2015-08-01
City Hotel,0,138,30,0,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,60.0,0,0,processed,2015-07-25,2015,7,26,2015-08-01
City Hotel,1,272,29,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-16,2014,10,17,2015-08-01
Resort Hotel,0,13,30,0,1,2,1.0,0,HB,Online TA,TA/TO,0,0,0,F,No Deposit,Transient,193.81,1,1,processed,2015-07-22,2015,7,23,2015-08-01
City Hotel,0,75,31,0,3,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,91.38,0,0,processed,2015-07-28,2015,7,31,2015-08-01
Resort Hotel,0,0,28,0,1,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,61.0,0,0,processed,2015-07-08,2015,7,9,2015-08-01
City Hotel,1,272,29,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-16,2015,1,1,2015-08-01
Resort Hotel,1,44,30,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,135.0,0,1,processed,2015-07-22,2015,6,9,2015-08-01
Resort Hotel,0,134,28,1,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,71.55,0,0,processed,2015-07-07,2015,7,13,2015-08-01
Resort Hotel,0,9,30,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient-Party,164.0,0,2,processed,2015-07-24,2015,7,26,2015-08-01
Resort Hotel,0,155,28,4,7,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,88.4,0,0,processed,2015-07-05,2015,7,16,2015-08-01
Resort Hotel,0,64,29,2,3,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,84.8,0,1,processed,2015-07-17,2015,7,22,2015-08-01
Resort Hotel,0,36,31,0,5,2,0.0,0,BB,Direct,Direct,0,0,0,D,No Deposit,Transient,135.0,0,0,processed,2015-07-28,2015,8,2,2015-08-01
Resort Hotel,0,33,30,2,3,2,2.0,0,HB,Online TA,TA/TO,0,0,0,C,No Deposit,Transient,142.03,0,1,processed,2015-07-25,2015,7,30,2015-08-01
City Hotel,1,148,28,2,5,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-07,2015,6,20,2015-08-01
Resort Hotel,0,18,27,0,4,2,1.0,0,HB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,154.77,0,1,processed,2015-07-01,2015,7,5,2015-08-01
City Hotel,1,152,29,2,8,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient-Party,76.5,0,1,processed,2015-07-14,2015,5,22,2015-08-01
Resort Hotel,0,17,29,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,164.0,0,2,processed,2015-07-17,2015,7,19,2015-08-01
Resort Hotel,0,61,30,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,103.5,0,0,processed,2015-07-21,2015,7,25,2015-08-01
City Hotel,1,12,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,18,2015-08-01
City Hotel,0,25,31,1,1,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,60.0,0,0,processed,2015-07-27,2015,7,29,2015-08-01
City Hotel,1,265,28,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-09,2015,1,1,2015-08-01
Resort Hotel,0,46,31,0,0,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,0.0,1,0,processed,2015-07-31,2015,7,31,2015-08-01
Resort Hotel,0,79,28,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,82.0,0,2,processed,2015-07-10,2015,7,15,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-22,2015,1,1,2015-08-01
City Hotel,0,15,30,0,1,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,0.0,0,0,processed,2015-07-25,2015,7,26,2015-08-01
City Hotel,1,151,30,2,1,2,0.0,0,HB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,86.0,0,0,processed,2015-07-25,2015,7,9,2015-08-01
Resort Hotel,0,72,31,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,157.0,1,1,processed,2015-07-26,2015,7,30,2015-08-01
Resort Hotel,1,31,30,3,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,154.0,0,1,processed,2015-07-25,2015,6,29,2015-08-01
Resort Hotel,0,35,29,4,9,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,145.23,1,0,processed,2015-07-16,2015,7,29,2015-08-01
Resort Hotel,0,86,28,3,7,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,112.2,0,0,processed,2015-07-10,2015,7,20,2015-08-01
Resort Hotel,0,0,28,0,4,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,98.0,0,0,processed,2015-07-07,2015,7,11,2015-08-01
Resort Hotel,0,32,29,1,5,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,153.0,0,0,processed,2015-07-13,2015,7,19,2015-08-01
Resort Hotel,1,36,30,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,112.5,0,0,processed,2015-07-24,2015,7,22,2015-08-01
Resort Hotel,0,55,31,0,4,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,118.0,1,0,processed,2015-07-28,2015,8,1,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-20,2015,1,1,2015-08-01
Resort Hotel,0,109,28,2,3,2,1.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,85.59,1,2,processed,2015-07-05,2015,7,10,2015-08-01
City Hotel,0,78,31,2,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,68.0,0,0,processed,2015-07-31,2015,8,5,2015-08-01
Resort Hotel,0,145,27,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,123.0,1,1,processed,2015-07-04,2015,7,9,2015-08-01
Resort Hotel,0,35,27,0,4,2,0.0,0,HB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,145.0,0,0,processed,2015-07-01,2015,7,5,2015-08-01
City Hotel,1,269,29,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-13,2015,1,1,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-02,2014,10,17,2015-08-01
City Hotel,0,271,29,0,2,3,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,84.0,0,0,processed,2015-07-15,2015,7,17,2015-08-01
Resort Hotel,0,83,29,2,7,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,190.33,0,1,processed,2015-07-15,2015,7,24,2015-08-01
Resort Hotel,0,0,28,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,85.1,0,0,processed,2015-07-05,2015,7,6,2015-08-01
Resort Hotel,0,113,27,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,Transient-Party,82.88,0,2,processed,2015-07-02,2015,7,9,2015-08-01
Resort Hotel,0,33,28,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,123.0,0,0,processed,2015-07-11,2015,7,15,2015-08-01
City Hotel,0,19,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,1,processed,2015-07-25,2015,7,29,2015-08-01
Resort Hotel,0,0,29,0,1,2,2.0,0,FB,Direct,Direct,0,0,0,C,No Deposit,Transient,249.0,0,0,processed,2015-07-18,2015,7,19,2015-08-01
Resort Hotel,0,66,30,2,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,115.0,0,1,processed,2015-07-19,2015,7,24,2015-08-01
Resort Hotel,0,1,31,2,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,252.0,0,3,processed,2015-08-01,2015,8,4,2015-08-01
Resort Hotel,0,364,27,3,7,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,55.68,0,0,processed,2015-07-03,2015,7,13,2015-08-01
Resort Hotel,1,25,31,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,153.0,0,2,processed,2015-07-31,2015,7,6,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
Resort Hotel,1,209,31,2,5,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,120.6,0,1,processed,2015-08-01,2015,7,27,2015-08-01
City Hotel,1,22,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,2,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-20,2015,7,2,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-20,2015,6,29,2015-08-01
Resort Hotel,1,101,27,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,73.8,0,1,processed,2015-07-03,2015,6,12,2015-08-01
City Hotel,1,27,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,7,2,2015-08-01
Resort Hotel,0,50,30,2,6,2,1.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,109.65,0,1,processed,2015-07-21,2015,7,29,2015-08-01
Resort Hotel,0,92,27,4,6,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,71.55,0,1,processed,2015-07-04,2015,7,14,2015-08-01
Resort Hotel,0,37,28,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,C,No Deposit,Transient,120.0,0,1,processed,2015-07-10,2015,7,13,2015-08-01
City Hotel,1,103,29,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-18,2015,7,16,2015-08-01
City Hotel,1,110,30,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-25,2015,7,22,2015-08-01
Resort Hotel,1,24,30,2,4,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,214.0,0,0,processed,2015-07-19,2015,6,29,2015-08-01
City Hotel,0,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,109.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
Resort Hotel,0,25,31,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,183.0,1,2,processed,2015-07-26,2015,8,2,2015-08-01
Resort Hotel,1,22,30,0,2,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,233.0,0,2,processed,2015-07-24,2015,7,14,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,6,29,2015-08-01
City Hotel,0,132,30,2,5,0,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,0.0,0,0,processed,2015-07-23,2015,7,30,2015-08-01
City Hotel,0,110,30,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-25,2015,7,28,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-02,2015,1,1,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-20,2015,7,2,2015-08-01
City Hotel,1,63,28,2,8,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,68.85,0,0,processed,2015-07-08,2015,5,7,2015-08-01
Resort Hotel,0,48,31,1,3,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,130.0,0,0,processed,2015-07-27,2015,7,31,2015-08-01
City Hotel,1,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient-Party,101.5,0,0,processed,2015-07-17,2015,7,6,2015-08-01
City Hotel,0,110,30,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-25,2015,7,28,2015-08-01
Resort Hotel,0,29,29,0,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,Transient,131.2,0,0,processed,2015-07-17,2015,7,18,2015-08-01
Resort Hotel,0,11,30,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,D,No Deposit,Transient,150.0,0,1,processed,2015-07-24,2015,7,26,2015-08-01
City Hotel,1,268,29,2,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient,82.0,0,0,processed,2015-07-12,2015,6,26,2015-08-01
City Hotel,0,117,31,2,1,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,72.5,0,0,processed,2015-08-01,2015,8,4,2015-08-01
Resort Hotel,0,45,31,1,4,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,131.2,0,3,processed,2015-07-27,2015,8,1,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-20,2015,1,1,2015-08-01
Resort Hotel,0,0,29,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,124.5,0,2,processed,2015-07-16,2015,7,18,2015-08-01
Resort Hotel,0,47,29,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,175.71,0,0,processed,2015-07-13,2015,7,20,2015-08-01
City Hotel,1,65,27,0,4,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,68.0,0,1,processed,2015-07-01,2015,4,30,2015-08-01
City Hotel,1,140,28,0,4,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,76.5,0,3,processed,2015-07-07,2015,6,16,2015-08-01
City Hotel,1,136,29,1,2,1,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,50.0,0,0,processed,2015-07-17,2015,5,29,2015-08-01
City Hotel,1,22,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,2,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
City Hotel,1,27,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,7,2,2015-08-01
City Hotel,1,136,29,1,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,60.0,0,0,processed,2015-07-17,2015,5,29,2015-08-01
Resort Hotel,0,130,27,2,6,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,64.9,0,1,processed,2015-07-04,2015,7,12,2015-08-01
Resort Hotel,0,89,30,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,Transient,121.01,0,1,processed,2015-07-20,2015,7,27,2015-08-01
Resort Hotel,0,63,30,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,115.0,0,0,processed,2015-07-20,2015,7,24,2015-08-01
Resort Hotel,0,6,31,1,3,2,0.0,0,BB,Direct,Direct,0,0,0,F,No Deposit,Transient,162.0,0,2,processed,2015-07-27,2015,7,31,2015-08-01
City Hotel,1,260,27,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-04,2015,6,16,2015-08-01
City Hotel,1,278,30,0,2,1,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,60.0,0,0,processed,2015-07-22,2015,7,2,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-20,2015,7,2,2015-08-01
City Hotel,1,262,28,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-06,2015,1,1,2015-08-01
Resort Hotel,0,6,30,1,0,2,0.0,0,BB,Direct,Direct,0,0,0,D,No Deposit,Transient,135.0,0,0,processed,2015-07-19,2015,7,20,2015-08-01
Resort Hotel,1,187,28,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,1,0,D,No Deposit,Transient,71.55,0,0,processed,2015-07-07,2015,3,31,2015-08-01
City Hotel,1,281,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,6,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-02,2015,1,1,2015-08-01
Resort Hotel,1,41,30,1,5,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,214.0,0,1,processed,2015-07-20,2015,6,22,2015-08-01
Resort Hotel,1,43,27,1,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,108.8,0,0,processed,2015-07-02,2015,5,23,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-02,2015,1,1,2015-08-01
City Hotel,1,72,28,3,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-06,2015,6,25,2015-08-01
City Hotel,1,146,27,0,3,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,76.5,0,0,processed,2015-07-02,2015,6,15,2015-08-01
